"Name","dataset","noise","model","seed_group","noise_mean","noise_std","test/accuracy","test/rre","test/nmi"
"glorious-sweep-150","yaleb","uniform","l21","e7c5eaa8e19ac3d5ae3a1ef06f18e0fbc9dbc254614c1ca5f3cd43c2d70c2767","0","0.4","0.16390423572744017","0.4115470934495575","0.1875671441475775"
"fallen-sweep-149","yaleb","uniform","l21","e7c5eaa8e19ac3d5ae3a1ef06f18e0fbc9dbc254614c1ca5f3cd43c2d70c2767","0","0.4","0.13858195211786373","0.413366932404815","0.17989276165541723"
"glowing-sweep-148","yaleb","uniform","l21","e7c5eaa8e19ac3d5ae3a1ef06f18e0fbc9dbc254614c1ca5f3cd43c2d70c2767","0","0.4","0.15423572744014732","0.4129660929912156","0.16825154378553936"
"stellar-sweep-147","yaleb","uniform","l21","e7c5eaa8e19ac3d5ae3a1ef06f18e0fbc9dbc254614c1ca5f3cd43c2d70c2767","0","0.4","0.15331491712707182","0.41243395672550265","0.1730787644379378"
"fancy-sweep-146","yaleb","uniform","l21","e7c5eaa8e19ac3d5ae3a1ef06f18e0fbc9dbc254614c1ca5f3cd43c2d70c2767","0","0.4","0.1487108655616943","0.4111704441445174","0.1787590047765007"
"whole-sweep-145","yaleb","uniform","l21","4d7edc2da8ffb1d8cc71dce208543d734a38b02e36f080df8f5fcc797523eecc","0","0.2","0.20626151012891344","0.2530480340358259","0.2762733120028296"
"olive-sweep-144","yaleb","uniform","l21","4d7edc2da8ffb1d8cc71dce208543d734a38b02e36f080df8f5fcc797523eecc","0","0.2","0.19567219152854512","0.25261010123537786","0.27039712407747485"
"different-sweep-143","yaleb","uniform","l21","4d7edc2da8ffb1d8cc71dce208543d734a38b02e36f080df8f5fcc797523eecc","0","0.2","0.1777163904235727","0.2524613664024094","0.25733554750455956"
"cerulean-sweep-142","yaleb","uniform","l21","4d7edc2da8ffb1d8cc71dce208543d734a38b02e36f080df8f5fcc797523eecc","0","0.2","0.21823204419889505","0.25142299025842013","0.2810987849338402"
"vibrant-sweep-141","yaleb","uniform","l21","4d7edc2da8ffb1d8cc71dce208543d734a38b02e36f080df8f5fcc797523eecc","0","0.2","0.2067219152854512","0.25320923755089314","0.2778380320176926"
"eager-sweep-140","yaleb","uniform","l21","4ee7e961371ccf06f977a72b7744af373ba776717a637222950109badb0d151e","0","0.1","0.21500920810313076","0.2082627516258619","0.26451702408799055"
"bumbling-sweep-139","yaleb","uniform","l21","4ee7e961371ccf06f977a72b7744af373ba776717a637222950109badb0d151e","0","0.1","0.20994475138121543","0.2081240481639412","0.26711012949675067"
"copper-sweep-138","yaleb","uniform","l21","4ee7e961371ccf06f977a72b7744af373ba776717a637222950109badb0d151e","0","0.1","0.2186924493554328","0.20883592535152368","0.2546912422457555"
"major-sweep-137","yaleb","uniform","l21","4ee7e961371ccf06f977a72b7744af373ba776717a637222950109badb0d151e","0","0.1","0.214548802946593","0.206573416648288","0.27219770863279674"
"snowy-sweep-136","yaleb","uniform","l21","4ee7e961371ccf06f977a72b7744af373ba776717a637222950109badb0d151e","0","0.1","0.2320441988950276","0.20854472669264168","0.2980203687682089"
"sandy-sweep-120","yaleb","uniform","standard","9068337375d26ad1c0d36a5e33f9ca6f22264d811f817e318dc2fbacc4bb404f","0","0.4","0.15653775322283608","0.4116189205162987","0.17347457360037946"
"pleasant-sweep-119","yaleb","uniform","standard","9068337375d26ad1c0d36a5e33f9ca6f22264d811f817e318dc2fbacc4bb404f","0","0.4","0.141804788213628","0.4132972803838839","0.16654655288993434"
"exalted-sweep-118","yaleb","uniform","standard","9068337375d26ad1c0d36a5e33f9ca6f22264d811f817e318dc2fbacc4bb404f","0","0.4","0.15101289134438306","0.4145016306443128","0.1684568838258378"
"vague-sweep-117","yaleb","uniform","standard","9068337375d26ad1c0d36a5e33f9ca6f22264d811f817e318dc2fbacc4bb404f","0","0.4","0.14917127071823205","0.41245201355998806","0.17260903141952114"
"breezy-sweep-116","yaleb","uniform","standard","9068337375d26ad1c0d36a5e33f9ca6f22264d811f817e318dc2fbacc4bb404f","0","0.4","0.15653775322283608","0.4113993039243038","0.17272333637451273"
"polar-sweep-115","yaleb","uniform","standard","0e07804eba30b43320f928fe2efe4232a969b399873ce4515ba90469a284ff8b","0","0.2","0.214548802946593","0.2538373706239647","0.27472535807691695"
"fanciful-sweep-114","yaleb","uniform","standard","0e07804eba30b43320f928fe2efe4232a969b399873ce4515ba90469a284ff8b","0","0.2","0.20441988950276244","0.2529304548004031","0.2622697125782542"
"earnest-sweep-113","yaleb","uniform","standard","0e07804eba30b43320f928fe2efe4232a969b399873ce4515ba90469a284ff8b","0","0.2","0.19751381215469613","0.25337686149156163","0.24950008774892596"
"desert-sweep-112","yaleb","uniform","standard","0e07804eba30b43320f928fe2efe4232a969b399873ce4515ba90469a284ff8b","0","0.2","0.214548802946593","0.2521753558741542","0.2665397125603276"
"comfy-sweep-111","yaleb","uniform","standard","0e07804eba30b43320f928fe2efe4232a969b399873ce4515ba90469a284ff8b","0","0.2","0.21731123388581952","0.25376164376003246","0.28130880758151094"
"ethereal-sweep-110","yaleb","uniform","standard","3af72090fba36c0930023f976a5f28572abeb208c2e53eb24dc12cbc11d2c674","0","0.1","0.22421731123388583","0.20827516808859525","0.2667669369239228"
"vocal-sweep-109","yaleb","uniform","standard","3af72090fba36c0930023f976a5f28572abeb208c2e53eb24dc12cbc11d2c674","0","0.1","0.20257826887661143","0.2075190495317122","0.2582201414769476"
