"Name","dataset","noise","model","seed_group","noise_blocks","noise_blocksize","test/accuracy","test/rre","test/nmi"
"distinctive-sweep-82","yaleb","missing_block","l21","c07deb81c61537a648fdd4c1ad94e48a65c3ef20ac4628328e28964c98683cd8","8","4","0.13397790055248618","0.34666261761528594","0.16663120927779068"
"prime-sweep-81","yaleb","missing_block","l21","c07deb81c61537a648fdd4c1ad94e48a65c3ef20ac4628328e28964c98683cd8","8","4","0.143646408839779","0.3428695052417708","0.17482805215736183"
"wise-sweep-80","yaleb","missing_block","standard","33eab04f8302bf167f58bd821a334c670bc9c3d150725e08bcf1ceec2b7ae936","16","8","0.0906998158379374","1.1408329353778175","0.0929643673700243"
"ruby-sweep-79","yaleb","missing_block","standard","33eab04f8302bf167f58bd821a334c670bc9c3d150725e08bcf1ceec2b7ae936","16","8","0.09484346224677716","1.1421296310169495","0.08707922220280716"
"fallen-sweep-78","yaleb","missing_block","standard","33eab04f8302bf167f58bd821a334c670bc9c3d150725e08bcf1ceec2b7ae936","16","8","0.08839779005524862","1.1390541152287188","0.08625288902696883"
"rural-sweep-77","yaleb","missing_block","standard","33eab04f8302bf167f58bd821a334c670bc9c3d150725e08bcf1ceec2b7ae936","16","8","0.09484346224677716","1.1370774682089513","0.09744768707130454"
"legendary-sweep-76","yaleb","missing_block","standard","33eab04f8302bf167f58bd821a334c670bc9c3d150725e08bcf1ceec2b7ae936","16","8","0.09392265193370164","1.136824696704817","0.09274981810748302"
"expert-sweep-75","yaleb","missing_block","standard","4102a4e501a6170e5556aca9466cb6044872dbddab6739c173f010c62ba4c888","16","4","0.11556169429097606","0.47068182794564967","0.1203154440071548"
"splendid-sweep-74","yaleb","missing_block","standard","4102a4e501a6170e5556aca9466cb6044872dbddab6739c173f010c62ba4c888","16","4","0.11141804788213629","0.4720337671893988","0.1368820924446504"
"dutiful-sweep-73","yaleb","missing_block","standard","4102a4e501a6170e5556aca9466cb6044872dbddab6739c173f010c62ba4c888","16","4","0.11556169429097606","0.472193969680678","0.13494401837079653"
"dashing-sweep-72","yaleb","missing_block","standard","4102a4e501a6170e5556aca9466cb6044872dbddab6739c173f010c62ba4c888","16","4","0.1160220994475138","0.4655028283725152","0.12389152694335932"
"deft-sweep-71","yaleb","missing_block","standard","4102a4e501a6170e5556aca9466cb6044872dbddab6739c173f010c62ba4c888","16","4","0.1261510128913444","0.4674811044481371","0.14027159387313698"
"breezy-sweep-70","yaleb","missing_block","standard","67b42beb2d3fa64bf0b49cbceeebc9d737a785e5250c2984f302db49878f3c87","8","8","0.09760589318600368","0.8547169533945078","0.09601840563474122"
"different-sweep-69","yaleb","missing_block","standard","67b42beb2d3fa64bf0b49cbceeebc9d737a785e5250c2984f302db49878f3c87","8","8","0.09990791896869244","0.8532288501415215","0.10112073880389497"
"dark-sweep-68","yaleb","missing_block","standard","67b42beb2d3fa64bf0b49cbceeebc9d737a785e5250c2984f302db49878f3c87","8","8","0.0985267034990792","0.8537912977441627","0.10410112959661082"
"fast-sweep-67","yaleb","missing_block","standard","67b42beb2d3fa64bf0b49cbceeebc9d737a785e5250c2984f302db49878f3c87","8","8","0.0934622467771639","0.8542848967299108","0.09639207399763704"
"valiant-sweep-66","yaleb","missing_block","standard","67b42beb2d3fa64bf0b49cbceeebc9d737a785e5250c2984f302db49878f3c87","8","8","0.09806629834254144","0.8537396954623226","0.10420584204013886"
"dauntless-sweep-65","yaleb","missing_block","standard","f2ebb2dc6203f96514684d209f76bfa8b545b127a0246ee98b275743887748be","8","4","0.1445672191528545","0.34561040080832284","0.17190322910486786"
"leafy-sweep-64","yaleb","missing_block","standard","f2ebb2dc6203f96514684d209f76bfa8b545b127a0246ee98b275743887748be","8","4","0.13535911602209943","0.3447219885968403","0.1654852513757452"
"northern-sweep-63","yaleb","missing_block","standard","f2ebb2dc6203f96514684d209f76bfa8b545b127a0246ee98b275743887748be","8","4","0.13443830570902393","0.3522975156860802","0.16262676038208063"
"drawn-sweep-62","yaleb","missing_block","standard","f2ebb2dc6203f96514684d209f76bfa8b545b127a0246ee98b275743887748be","8","4","0.14318600368324125","0.34785105864202803","0.17944947234430544"
"twilight-sweep-61","yaleb","missing_block","standard","f2ebb2dc6203f96514684d209f76bfa8b545b127a0246ee98b275743887748be","8","4","0.14042357274401474","0.3451018171625684","0.15266982357659686"
